tconst,primaryTitle,genres,averageRating,startYear,nconst,primaryName,category,primaryProfession
tt0019928,The Girl in the Glass Cage,Drama,6.0,1929,nm0005735,Ernest Haller,cinematographer,"cinematographer,camera_department,archive_footage"
tt0010323,The Cabinet of Dr. Caligari,"Horror,Mystery,Thriller",8.0,1920,nm0005736,Willy Hameister,cinematographer,"cinematographer,camera_department"
tt0010359,Lilith and Ly,Horror,4.0,1919,nm0005736,Willy Hameister,cinematographer,"cinematographer,camera_department"
tt0010559,Pest in Florenz,"Drama,History,Horror",6.4,1919,nm0005736,Willy Hameister,cinematographer,"cinematographer,camera_department"
tt0010793,The Dance of Death,Horror,5.7,1919,nm0005736,Willy Hameister,cinematographer,"cinematographer,camera_department"
tt0011221,Genuine: The Tragedy of a Vampire,"Fantasy,Horror,Romance",5.9,1920,nm0005736,Willy Hameister,cinematographer,"cinematographer,camera_department"
tt0011502,Die Nacht der Königin Isabeau,Drama,5.0,1920,nm0005736,Willy Hameister,cinematographer,"cinematographer,camera_department"
tt0012048,"Christian Wahnschaffe, 2. Teil - Die Flucht aus dem goldenen Kerker",Drama,6.7,1921,nm0005736,Willy Hameister,cinematographer,"cinematographer,camera_department"
tt0012281,Hintertreppe,Drama,6.8,1921,nm0005736,Willy Hameister,cinematographer,"cinematographer,camera_department"
tt0013699,Der Puppenmacher von Kiang-Ning,Drama,4.7,1923,nm0005736,Willy Hameister,cinematographer,"cinematographer,camera_department"
tt0014269,Man by the Roadside,Drama,4.9,1923,nm0005736,Willy Hameister,cinematographer,"cinematographer,camera_department"
tt0015225,Peter the Great,"Biography,Drama",6.6,1922,nm0005736,Willy Hameister,cinematographer,"cinematographer,camera_department"
tt0012980,Broken Chains,"Adventure,Drama,Romance",5.5,1922,nm0005738,Byron Haskin,cinematographer,"director,special_effects,cinematographer"
tt0013255,Hurricane's Gal,Adventure,5.4,1922,nm0005738,Byron Haskin,cinematographer,"director,special_effects,cinematographer"
tt0015632,Bobbed Hair,Comedy,6.7,1925,nm0005738,Byron Haskin,cinematographer,"director,special_effects,cinematographer"
tt0016575,Across the Pacific,"Adventure,Romance,War",6.3,1926,nm0005738,Byron Haskin,cinematographer,"director,special_effects,cinematographer"
tt0017354,The Sea Beast,"Action,Adventure,Fantasy",6.2,1926,nm0005738,Byron Haskin,cinematographer,"director,special_effects,cinematographer"
tt0018028,Irish Hearts,Comedy,2.5,1927,nm0005738,Byron Haskin,director,"director,special_effects,cinematographer"
tt0018566,When a Man Loves,"History,Romance",7.0,1927,nm0005738,Byron Haskin,cinematographer,"director,special_effects,cinematographer"
tt0018751,Caught in the Fog,Thriller,6.0,1928,nm0005738,Byron Haskin,cinematographer,"director,special_effects,cinematographer"
tt0019233,On Trial,"Drama,Mystery,Romance",5.6,1928,nm0005738,Byron Haskin,cinematographer,"director,special_effects,cinematographer"
tt0019388,The Singing Fool,"Drama,Musical",6.1,1928,nm0005738,Byron Haskin,cinematographer,"director,special_effects,cinematographer"
tt0019932,Glad Rag Doll,Drama,4.8,1929,nm0005738,Byron Haskin,cinematographer,"director,special_effects,cinematographer"
tt0017045,The Kreutzer Sonata,Drama,6.5,1927,nm0005740,Otto Heller,cinematographer,"cinematographer,actor,camera_department"
tt0018869,Evas Töchter,"Comedy,Drama",5.9,1928,nm0005740,Otto Heller,cinematographer,"cinematographer,actor,camera_department"
tt0019354,Suzy Saxophone,\N,8.1,1928,nm0005740,Otto Heller,cinematographer,"cinematographer,actor,camera_department"
tt0020006,Hríchy lásky,Drama,7.1,1929,nm0005740,Otto Heller,cinematographer,"cinematographer,actor,camera_department"
tt0006726,Gloria's Romance,"Action,Adventure,Drama",6.2,1916,nm0005741,Sidney Hickox,cinematographer,"cinematographer,camera_department,actor"
tt0017979,The Private Life of Helen of Troy,"Action,Adventure,Comedy",5.8,1927,nm0005741,Sidney Hickox,cinematographer,"cinematographer,camera_department,actor"
tt0018974,Happiness Ahead,"Drama,Romance",5.8,1928,nm0005741,Sidney Hickox,cinematographer,"cinematographer,camera_department,actor"
tt0019098,Lilac Time,"Drama,Romance,War",6.5,1928,nm0005741,Sidney Hickox,cinematographer,"cinematographer,camera_department,actor"
tt0019226,Oh Kay!,Comedy,6.4,1928,nm0005741,Sidney Hickox,cinematographer,"cinematographer,camera_department,actor"
tt0019347,Sailors' Wives,"Drama,Romance",4.0,1928,nm0005741,Sidney Hickox,cinematographer,"cinematographer,camera_department,actor"
tt0019892,Footlights and Fools,"Drama,Musical",5.6,1929,nm0005741,Sidney Hickox,cinematographer,"cinematographer,camera_department,actor"
tt0020000,Hot Stuff,Comedy,6.2,1929,nm0005741,Sidney Hickox,cinematographer,"cinematographer,camera_department,actor"
tt0019901,Woman in the Moon,"Adventure,Comedy,Drama",7.2,1929,nm0005746,Konstantin Irmen-Tschet,cinematographer,"cinematographer,special_effects,camera_department"
tt0016782,The Devil Horse,"Drama,Western",5.9,1926,nm0005747,Fred Jackman Jr.,actor,"cinematographer,director,special_effects"
tt0001380,Regina von Emmeritz och konung Gustaf II Adolf,"Drama,Short",3.6,1910,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0002234,A Ruined Life,Short,8.5,1912,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0002514,Saved in Mid-Air,Drama,4.9,1912,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0002544,The Gardener,"Drama,Short",5.8,1912,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0002917,Brother Against Brother,Drama,5.6,1913,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0003119,Mannekängen,"Comedy,Short",5.6,1913,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0003500,Vampyren,Short,6.8,1913,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0004047,Half Breed,Drama,7.3,1913,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0005574,The Price of Betrayal,"Drama,Short",7.0,1915,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0005683,Madame de Thebes,Drama,5.8,1915,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0006108,Strejken,Drama,8.3,1914,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0006397,Wolo czawienko,Drama,5.7,1916,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0006617,Kiss of Death,"Comedy,Crime,Drama",6.1,1916,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0007522,Vingarne,Drama,5.7,1916,nm0005748,Julius Jaenzon,actor,"cinematographer,director,actor"
tt0007522,Vingarne,Drama,5.7,1916,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0007620,Alexander den Store,Comedy,5.1,1917,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0008663,A Man There Was,"Drama,War",7.3,1917,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0008879,The Outlaw and His Wife,Drama,7.2,1918,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0010247,Sir Arne's Treasure,"Drama,History",7.1,1919,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0010298,Ingmarssönerna,Drama,7.2,1919,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0011499,Mästerman,Drama,7.6,1920,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0012364,The Phantom Carriage,"Drama,Fantasy,Horror",8.0,1921,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0013730,Mortal Clay,Drama,6.8,1922,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0014014,The Hell Ship,"Drama,Romance",6.9,1923,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0014108,The Blizzard,Drama,7.1,1923,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0014109,The Saga of Gösta Berling,"Drama,Romance",7.0,1924,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0014174,Karusellen,Drama,6.6,1923,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0015947,Ingmarsarvet,Drama,6.7,1925,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0016462,Två konungar,Drama,6.2,1925,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0016806,Don Quixote,"Comedy,Drama",7.3,1926,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0017470,Till österland,Drama,7.2,1926,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0017911,Sealed Lips,\N,6.2,1927,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0017960,Hans engelska fru,Drama,5.8,1927,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0019249,The Doctors' Women,Drama,6.1,1928,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0019441,Synd,Drama,6.4,1928,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0019990,The Triumph of the Heart,Drama,6.7,1929,nm0005748,Julius Jaenzon,cinematographer,"cinematographer,director,actor"
tt0011298,Hitchin' Posts,Drama,4.7,1920,nm0005757,Benjamin H. Kline,cinematographer,"cinematographer,director,camera_department"
tt0012636,The Rough Diamond,"Comedy,Western",7.3,1921,nm0005757,Benjamin H. Kline,cinematographer,"cinematographer,director,camera_department"
tt0012775,Trailin',"Drama,Mystery",5.5,1921,nm0005757,Benjamin H. Kline,cinematographer,"cinematographer,director,camera_department"
tt0013607,Sky High,"Action,Drama,Romance",6.0,1922,nm0005757,Benjamin H. Kline,cinematographer,"cinematographer,director,camera_department"
tt0013917,A Chapter in Her Life,Drama,5.8,1923,nm0005757,Benjamin H. Kline,cinematographer,"cinematographer,director,camera_department"
tt0014042,The First Degree,"Crime,Drama",6.8,1923,nm0005757,Benjamin H. Kline,cinematographer,"cinematographer,director,camera_department"
tt0014570,The Untameable,Drama,6.7,1923,nm0005757,Benjamin H. Kline,cinematographer,"cinematographer,director,camera_department"
tt0017752,The Chinese Parrot,Mystery,6.0,1927,nm0005757,Benjamin H. Kline,cinematographer,"cinematographer,director,camera_department"
tt0018375,Sensation Seekers,"Drama,Romance",5.8,1927,nm0005757,Benjamin H. Kline,cinematographer,"cinematographer,director,camera_department"
tt0018796,The Count of Ten,Drama,6.8,1928,nm0005757,Benjamin H. Kline,cinematographer,"cinematographer,director,camera_department"
tt0013178,One Glass of Water,\N,7.0,1923,nm0005760,Günther Krampf,cinematographer,cinematographer
tt0014577,Der verlorene Schuh,Fantasy,6.2,1923,nm0005760,Günther Krampf,cinematographer,cinematographer
tt0015202,The Hands of Orlac,"Crime,Horror,Mystery",7.0,1924,nm0005760,Günther Krampf,cinematographer,cinematographer
tt0017438,The Student of Prague,"Drama,Horror",6.8,1926,nm0005760,Günther Krampf,cinematographer,cinematographer
tt0017952,Das Mädchen mit den fünf Nullen,Comedy,6.8,1927,nm0005760,Günther Krampf,cinematographer,cinematographer
tt0018688,Schneeschuhbanditen,"Comedy,Crime",6.4,1928,nm0005760,Günther Krampf,cinematographer,cinematographer
tt0018737,Pandora's Box,"Crime,Drama,Romance",7.7,1929,nm0005760,Günther Krampf,cinematographer,cinematographer
tt0019087,Theatre,\N,6.0,1928,nm0005760,Günther Krampf,cinematographer,cinematographer
tt0019360,The Prince of Rogues,\N,6.0,1928,nm0005760,Günther Krampf,cinematographer,cinematographer
tt0008887,Blackie's Redemption,"Crime,Drama,Romance",6.4,1919,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0011339,Isobel or the Trail's End,Adventure,5.0,1920,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0013603,Silver Wings,Drama,4.0,1922,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0013824,All the Brothers Were Valiant,"Adventure,Drama,Romance",6.9,1923,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0014644,The Dramatic Life of Abraham Lincoln,"Biography,Drama,History",5.9,1924,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0015105,Madonna of the Streets,Drama,7.4,1924,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0015353,A Son of the Sahara,"Adventure,Drama",5.7,1924,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0016967,High Steppers,Drama,6.2,1926,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0017698,Breakfast at Sunrise,"Comedy,Romance",7.0,1927,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0018318,Resurrection,"Drama,Romance",5.4,1927,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0018908,The Four Feathers,"Adventure,Drama,Romance",7.0,1929,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0019305,Ramona,"Drama,Romance",6.7,1928,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0019344,Sadie Thompson,Drama,7.2,1928,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0019856,Evangeline,Drama,6.8,1929,nm0005764,Robert Kurrle,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0019242,The Pace That Kills,Drama,6.9,1928,nm0005768,Ernest Laszlo,cinematographer,"cinematographer,camera_department"
tt0020059,The King of the Kongo,"Action,Adventure,Romance",5.7,1929,nm0005768,Ernest Laszlo,cinematographer,"cinematographer,camera_department"
tt0006568,A Daughter of the Gods,Drama,6.8,1916,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0009790,When Men Betray,Drama,5.6,1918,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0010316,Jubilo,"Comedy,Drama,Western",6.0,1919,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0011303,Honest Hutch,"Comedy,Western",6.4,1920,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0011350,Jes' Call Me Jim,"Comedy,Drama",6.4,1920,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0013084,Doubling for Romeo,Comedy,7.1,1921,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0014672,America,"Drama,History,War",6.3,1924,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0015901,Headlines,"Adventure,Crime,Drama",4.1,1925,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0017553,White Mice,"Action,Adventure,Drama",3.7,1926,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0017656,Back to Liberty,"Adventure,Crime,Drama",1.0,1927,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0017701,The Broadway Drifter,\N,7.0,1927,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0017768,Combat,Adventure,5.6,1927,nm0005770,Marcel Le Picard,cinematographer,"cinematographer,camera_department"
tt0013559,The Rosary,Drama,6.6,1922,nm0005775,Edward Linden,cinematographer,"cinematographer,camera_department,special_effects"
tt0017062,Lazy Lightning,Western,5.5,1926,nm0005775,Edward Linden,cinematographer,"cinematographer,camera_department,special_effects"
tt0017112,The Man in the Saddle,Western,6.4,1926,nm0005775,Edward Linden,cinematographer,"cinematographer,camera_department,special_effects"
tt0017367,The Set-Up,"Action,Adventure,Romance",7.4,1926,nm0005775,Edward Linden,cinematographer,"cinematographer,camera_department,special_effects"
tt0017962,Hard Fists,Western,5.0,1927,nm0005775,Edward Linden,cinematographer,"cinematographer,camera_department,special_effects"
tt0018096,Loco Luck,Western,7.0,1927,nm0005775,Edward Linden,cinematographer,"cinematographer,camera_department,special_effects"
tt0018378,Set Free,"Action,Adventure,Romance",7.0,1927,nm0005775,Edward Linden,cinematographer,"cinematographer,camera_department,special_effects"
tt0018441,Spurs and Saddles,Western,7.8,1927,nm0005775,Edward Linden,cinematographer,"cinematographer,camera_department,special_effects"
tt0009976,The Busher,"Drama,Sport",5.9,1919,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0011530,An Old Fashioned Boy,"Comedy,Romance",7.3,1920,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0012917,Back Pay,Drama,6.5,1922,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0013511,The Pride of Palomar,Drama,5.9,1922,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0013727,The Valley of Silent Men,"Action,Drama,Romance",6.6,1922,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0014322,The Nth Commandment,Drama,6.8,1923,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0014968,Happiness,Comedy,6.9,1924,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0015684,The Circle,"Comedy,Drama",6.4,1925,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0015722,Daddy's Gone A-Hunting,Drama,5.3,1925,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0016184,The Only Thing,"Drama,Romance",1.8,1925,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0016875,The First Year,Comedy,7.4,1926,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0016916,The Gentle Cyclone,"Comedy,Western",4.9,1926,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0018594,Women's Wares,"Drama,Romance",6.5,1927,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0018778,Clothes Make the Woman,"Drama,History,Romance",5.4,1928,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0019182,Mother Machree,Drama,5.5,1927,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0019290,The Power of the Press,Drama,6.4,1928,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0019588,A Woman Against the World,Drama,4.0,1928,nm0005782,Chester A. Lyons,cinematographer,"cinematographer,camera_department"
tt0009017,Dodging a Million,Comedy,7.8,1918,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0009079,The Floor Below,"Comedy,Drama",6.3,1918,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0009240,Joan of Plattsburg,"Comedy,Drama",6.0,1918,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0009960,The Brand,Adventure,7.0,1919,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0010032,The Crimson Gardenia,"Adventure,Drama",6.7,1919,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0010762,A Temperamental Wife,"Comedy,Romance",7.0,1919,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0010849,A Virtuous Vamp,"Comedy,Romance",6.2,1919,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0011238,Good References,"Comedy,Romance",6.2,1920,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0011414,The Love Expert,"Comedy,Romance",5.9,1920,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0012434,Mama's Affair,"Comedy,Romance",4.6,1921,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0012862,Woman's Place,"Comedy,Romance",3.9,1921,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0013540,Red Hot Romance,Comedy,4.4,1922,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0014164,Jazzmania,Drama,7.4,1923,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0014569,The Unknown Purple,Mystery,7.0,1923,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0014774,Circe the Enchantress,Drama,6.3,1924,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0015104,Mademoiselle Midnight,"Comedy,Drama",6.1,1924,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0016097,The Masked Bride,"Drama,Romance",6.1,1925,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0016104,The Merry Widow,"Drama,Romance",7.2,1925,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0016109,The Midshipman,"Drama,Romance",5.1,1925,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0016435,"Time, the Comedian",Drama,5.4,1925,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0016812,The Duchess of Buffalo,"Comedy,Romance",7.1,1926,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0017029,Kiki,"Comedy,Drama",6.8,1926,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0017632,Annie Laurie,"Drama,Romance",6.6,1927,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0017731,Camille,"Drama,Romance",5.1,1926,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0017822,The Dove,"Adventure,Drama,Romance",6.5,1927,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0017850,The Enemy,"Drama,Romance,War",7.6,1927,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0018332,The Road to Romance,"Action,Drama",7.2,1927,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0018836,The Divine Woman,"Drama,Romance",7.0,1928,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0018850,Dream of Love,"Biography,Drama",2.3,1928,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0019150,The Masks of the Devil,Drama,7.2,1928,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0019344,Sadie Thompson,Drama,7.2,1928,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0019400,The Smart Set,"Comedy,Romance,Sport",6.3,1928,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0019589,The Woman Disputed,"Drama,History,Romance",7.1,1928,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0019852,Eternal Love,"Drama,Romance",6.7,1929,nm0005784,Oliver T. Marsh,cinematographer,"cinematographer,camera_department"
tt0017540,What Price Glory,"Comedy,Drama,War",6.8,1926,nm0005785,Jack A. Marta,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0019312,The Red Dance,"Drama,Romance",6.3,1928,nm0005785,Jack A. Marta,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0014175,Der Kaufmann von Venedig,Drama,5.7,1923,nm0005789,Rudolph Maté,cinematographer,"cinematographer,director,camera_department"
tt0015136,Michael,"Drama,Romance",7.1,1924,nm0005789,Rudolph Maté,cinematographer,"cinematographer,director,camera_department"
tt0016223,The Love Pirate,Adventure,5.6,1925,nm0005789,Rudolph Maté,cinematographer,"cinematographer,director,camera_department"
tt0019254,The Passion of Joan of Arc,"Biography,Drama,History",8.1,1928,nm0005789,Rudolph Maté,cinematographer,"cinematographer,director,camera_department"
tt0015347,So Big,Drama,6.0,1924,nm0005792,Ted D. McCord,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0015745,The Desert Flower,Western,7.0,1925,nm0005792,Ted D. McCord,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0016193,The Pace That Thrills,Drama,5.0,1925,nm0005792,Ted D. McCord,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0016307,Sally,Comedy,6.9,1925,nm0005792,Ted D. McCord,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0016507,We Moderns,Comedy,4.2,1925,nm0005792,Ted D. McCord,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0016999,Irene,"Comedy,Romance",7.0,1926,nm0005792,Ted D. McCord,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0018531,The Valley of the Giants,"Drama,Romance",6.6,1927,nm0005792,Ted D. McCord,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0018746,The Canyon of Adventure,Western,4.4,1928,nm0005792,Ted D. McCord,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0018781,The Code of the Scarlet,Western,4.8,1928,nm0005792,Ted D. McCord,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0019268,The Phantom City,"Mystery,Western",4.7,1928,nm0005792,Ted D. McCord,cinematographer,"cinematographer,camera_department,miscellaneous"
tt0013739,The Wall Flower,"Drama,Romance",5.8,1922,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0014497,Souls for Sale,"Comedy,Drama,Romance",7.0,1923,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0014991,His Hour,Drama,5.5,1924,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0015408,Three Weeks,"Drama,Romance",6.5,1924,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0015500,Wine of Youth,"Comedy,Drama",6.3,1924,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0015616,Below the Line,"Action,Drama,Family",6.2,1925,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0015644,The Bridge of Sighs,Drama,6.4,1925,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0017085,The Love Toy,Comedy,5.4,1926,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0017222,Oh! What a Nurse!,Comedy,6.1,1926,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0017409,So This Is Paris,Comedy,7.1,1926,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0018451,The Student Prince in Old Heidelberg,"Drama,Romance",7.6,1927,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0018601,The Yankee Clipper,Drama,6.9,1927,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0018748,Captain Swagger,Drama,5.3,1928,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0019084,The Leopard Lady,Drama,6.5,1928,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0019348,Sal of Singapore,Drama,5.2,1928,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0019544,Walking Back,Drama,6.7,1928,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0019690,Big News,"Comedy,Crime,Mystery",5.4,1929,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0019983,High Voltage,Drama,5.2,1929,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0019987,His First Command,"Action,Adventure,Comedy",5.5,1929,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
tt0020088,The Leatherneck,Drama,5.8,1929,nm0005796,John J. Mescall,cinematographer,"cinematographer,director,camera_department"
